campaign,NumVoicePrepaid,NumVoicePostpaid,VoiceOnNet,VoiceOffNet,VoiceInt,NumCalls,CallDuration,NumDataSPrepaid,NumDataPostpaid,DataCharTraf,DataCharNULL,NumDataSessions,SessionsLength,TotalFlux,BirthDate,Nationality,Occupation,EoPProvisionedBase,RGE30Subscriberbase,RGE90Subscriberbase,RGE1Subscriberbase,EoP_SubscribersApOG,InterconnectPayableRevenue,InterconnectReceivableRevenueRequest,DataRevenue,MMSRevenue,SMSRevenue,VASRevenue,VoiceRevenue,ForfeitedRevenue,RoamingInbound,RoamingOutound,NoOfEvents,OtherRevenue,AddOnSubscriptionRevenue,PrepaidRevenue,NoEventsVASPrep,postpaidAddonRevenue,PostpaidDataRevenue,PostpaidMMSRev,PostpaidSMSRev,PostpaidVASRevenue,PostpaidVoiceRevenue,RoamingOutboundRevenue,PostpaidRevenues,NoEventsVASPost,ARPU,ChurnPresure1,ChurnPresure2,Andpresure1,Andpresure2,iospresure1,iospresure2,allpresure1,allpresure2
campaign_2,36,124,56,104,0,160,22744,0,36,36,0,36,3926567,10267485399,1974-02-03,German,Others,1,0,0,0,1,0.40914,0.00836,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2.22,0,7.22,0,5,0,0,0,0,0,0,0,0
campaign_3,13,251,112,152,0,264,43005,0,53,53,0,53,4185289,10178857047,1989-02-23,German,Others,1,0,0,0,1,0.55149,0.04102,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.045,0,3.48,0,8.525,0,5,0,0,0,0,0,0,0,0
campaign_2,1,1,2,0,0,2,20,0,204,204,0,204,570563,10649226112,1986-05-10,Indian,Technician,1,0,0,0,1,0,4.4e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.025,0,0,0,5.025,0,5,0,0,0,0,0,0,0,0
campaign_3,28,165,147,36,10,193,49697,0,117,117,0,117,488336,6708452702,1956-03-07,German,Manager,1,0,0,0,1,5.44798,4.6733,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11.24,0,16.24,0,5,0,0,0,0,0,0,0,0
campaign_3,24,208,120,112,0,232,19906,0,245,245,0,245,1544750,8065119008,1987-01-15,German,Labour worker,1,0,0,0,1,1.17977,0.12712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.08,0,0.12,0,7,0,0,0,0,0,0,0,0
campaign_3,15,179,89,105,0,194,18758,0,68,68,0,68,2022533,8379540963,1981-01-01,German,Others,1,0,0,0,1,0.15475,0.00616,0,0,0,0,0,0,0,0,0,0,0,0,0,9.53,0,0,0,3.9,5.7,0,19.13,13,5,0,0,0,0,0,0,0,0
campaign_2,45,94,118,21,0,139,13314,0,62,62,0,62,3410688,7851630672,1993-03-08,German,Labour worker,1,0,0,0,1,0.40107,0.02122,0,0,0,0,0,0,0,3.312,81,0,0,0,0,5,0,0.05,0.3,0,1.35,3.312,10.012,0,5,0,0,0,0,0,0,0,0
campaign_5,11,162,116,57,0,173,17769,0,55,55,0,55,4513023,14389206822,1970-03-20,German,Nurse/Other medical staff,1,0,0,0,1,1.07578,0.10932,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5.24,0,10.24,0,5,0.0087262963584494,0.0384523181960099,0,0,0.249371633752244,0.29834747476059,0.249371633752244,0.314155489874952
campaign_5,0,3,0,1,2,3,1189,0,24,24,0,24,5241143,15853151916,1942-01-01,German,Others,1,0,0,0,1,0.80961,0.00132,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1.93,0,6.93,0,5,0,0,0,0,0,0,0,0.365217391304348
campaign_5,28,59,76,11,0,87,2767,0,57,57,0,57,1808779,8078551957,1993-04-03,German,Student,1,0,0,0,1,0.07766,0.0022,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0.04,0,0.54,0,7.58,0,7,0,0,0,0,0,0,0,0
campaign_5,5,99,41,63,0,104,15391,0,79,79,0,79,3989478,7551556317,1984-05-21,German,Teacher,1,0,0,0,1,0.16848,0.04412,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,1.29,0,6.29,0,5,9.87361769352291e-5,0.0113566650004409,0,0,0,0.013169131294603,0,0.0232717378705715
campaign_3,67,334,371,29,1,401,23218,0,70,70,0,70,4725014,3071710332,1962-01-01,German,Military,1,0,0,0,1,0.28239,0.01056,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,1.76,0,7.26,1,5,0,0,0,0,0,0,0,0
campaign_2,5,228,212,21,0,233,11372,0,9,9,0,9,7059595,14059745815,1970-03-01,German,Others,1,0,0,0,1,0.10274,0.04444,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1.14,0,6.14,0,5,0,0,0,0,0,0,0,0
campaign_3,125,326,376,75,0,451,108739,0,193,193,0,193,2447299,7991274600,1990-01-01,German,Others,1,0,0,0,1,0.44877,0.06605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,3.33,0,3.455,0,5,0,0,0,0,0,0,0,0
campaign_8,70,305,319,56,0,375,45441,0,91,91,0,91,3745080,8061662676,1974-01-01,Indian,Manager,1,0,0,0,1,0.26437,0.00626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,2.25,0,2.27,0,5,0,0,0,0,0,0,0,0
campaign_2,28,123,144,7,0,151,20976,0,94,94,0,94,3658809,15433776103,1979-06-15,German,Police Officer,1,0,0,0,1,0.03509,0.08892,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.33,0,10.33,0,5,0,0,0,0,0,0,0,0
campaign_3,1,398,372,23,4,399,53932,0,126,126,0,126,3044629,7839899920,1987-07-18,German,Student,1,0,0,0,1,1.73547,0.68704,0,0,0,0,0,0,0,8.845,271,0,0,0,0,5,0,0,0,0,6.37,8.845,20.215,0,5,0,0,0,0,0,0,0,0
campaign_5,4,121,110,15,0,125,16243,0,35,35,0,35,5136378,12577680007,1982-01-01,German,Labour worker,1,0,0,0,1,0.07747,0.08948,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.57,0,5.57,0,5,0.702155921119853,0.719816289580834,0,0,0,0.0233891418857797,0,0.0287539131358606
campaign_3,57,505,500,62,0,562,116837,0,132,132,0,132,2268113,9777458087,1980-07-29,German,Police Officer,1,0,0,0,1,1.10796,0.05744,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0
campaign_5,37,235,267,5,0,272,45232,0,9,9,0,9,2318617,3142711532,1976-05-23,German,Labour worker,1,0,0,0,1,0.01952,0.00352,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.18,0,5.18,0,5,0,0,0,0,0,0,0,0
campaign_2,107,171,262,16,0,278,21907,0,38,38,0,38,2624088,8304483326,1972-12-27,German,Military,1,0,0,0,1,0.11214,0.47177,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0.87,0,5.87,0,5,0,0,0,0,0,0,0,0
campaign_5,107,171,262,16,0,278,21907,0,38,38,0,38,2624088,8304483326,1972-12-27,German,Military,1,0,0,0,1,0.11214,0.47177,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0.87,0,5.87,0,5,0,0,0,0,0,0,0,0
campaign_2,81,409,488,2,0,490,48868,0,338,338,0,338,997122,11201371981,1977-01-01,German,Police Officer,1,0,0,0,1,0.00706,0.00284,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.06,0,5.06,0,5,0,0,0,0,0,0,0,0
campaign_3,62,126,162,26,0,188,23196,0,108,108,0,108,2597631,7167456128,1989-04-02,German,Labour worker,1,0,0,0,1,0.20901,0.34854,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1.62,0,6.62,0,5,0,0,0,0,0,0,0,0
campaign_1,158,278,378,42,16,436,32789,0,69,69,0,69,2455493,7336429218,1965-02-15,Indian,Supervisor,1,0,0,0,1,0.76474,0.03276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.758,0,2.758,0,15,0,0,0,0,0,0,0,0
campaign_3,47,469,454,62,0,516,102064,0,9,9,0,9,6876401,3060297090,1952-01-01,German,Labour worker,1,0,0,0,1,0.86825,0.25921,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,9,1,7,0,0,0,0,0,0,0,0
campaign_2,5,79,74,10,0,84,9364,0,81,81,0,81,2780428,6908664478,1990-12-27,German,Supervisor,1,0,0,0,1,0.08686,8.8e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.66,0,5.66,0,5,0,0,0,0,0,0,0,0
campaign_5,12,139,59,92,0,151,26984,0,140,140,0,140,4450102,11953238850,1984-09-20,German,Supervisor,1,0,0,0,1,0.70587,0.01468,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3.9,0,8.9,0,5,0,0.0100113413148089,0,0,0,0.0202525493179186,0,0.12600418882956
campaign_2,17,76,49,41,3,93,5595,0,12,12,0,12,3197951,3895604991,1955-01-01,German,Others,1,0,0,0,1,0.91779,8.8e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1.26,0,8.26,0,7,0,0,0,0,0,0,0,0
campaign_5,28,239,116,150,1,267,17252,0,23,23,0,23,2151586,9246485474,1992-01-01,German,Labour worker,1,0,0,0,1,0.41537,0.04004,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3.11,0,8.11,0,5,0.00908182726364544,0.0624401985550217,0,0,0.163440059568131,0.188412429998695,0.246463142218913,0.282189049380663
campaign_1,9,88,91,6,0,97,9413,0,20,20,0,20,996031,8386538650,1988-05-04,German,Military,1,0,0,0,1,0.03684,0.12332,0,0,0,0,0,0,0,7.993,7,0,0,0,0,20,0,0,0,0,0.33,7.993,28.323,0,20,0,0,0,0,0,0,0,0
campaign_3,22,115,96,41,0,137,51277,0,79,79,0,79,2557831,6631656383,1978-04-24,German,Others,1,0,0,0,1,1.33144,0.24317,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0,0,0,27.5,0,27.5,0,0,0,0,0,0,0,0
campaign_1,16,446,377,85,0,462,30870,0,172,172,0,172,4656671,17439902908,1988-09-02,Indian,Sales Representative,1,0,0,0,1,2.0113,0.10188,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1.3,0,31.3,0,25,0,0.0290290749840894,0,0,0,0,0,0
campaign_5,9,57,22,44,0,66,3676,0,84,84,0,84,2085691,3690815420,1967-01-01,German,Teacher,1,0,0,0,1,0.17215,0.02656,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,3,0,16,10,10,0,0,0,0,0,0,0,0
campaign_3,15,111,98,28,0,126,6357,0,56,56,0,56,4104054,7743778230,1965-07-08,German,Labour worker,1,0,0,0,1,0.24239,0.03296,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
campaign_8,70,286,318,38,0,356,46520,0,124,124,0,124,3679501,13687586258,1988-10-21,German,Supervisor,1,0,0,0,1,0.31797,0.16928,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,20,0.0189520624303233,0.0549814371391939,0,0,0.0119727389942899,0.0687602375893251,0,0
campaign_1,33,288,179,141,1,321,38616,0,201,201,0,201,3218257,8903896843,1978-08-31,German,Manager,1,0,0,0,1,2.30788,0.59358,0,0,0,0,0,0,0,2.05,199,0,0,0,0,30,0,0,0.1,0,7.04,2.05,39.19,0,30,0.00190264785159347,0.0372090909521502,0,0,0.0175515577007459,0.100659899893407,0,0
campaign_3,28,123,104,47,0,151,24149,0,195,195,0,195,2745762,6860139440,1985-03-07,German,Student,1,0,0,0,1,0.71982,0.04446,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
campaign_2,82,139,87,133,1,221,13697,0,166,166,0,166,2258829,3371681815,1983-01-01,German,Others,1,0,0,0,1,0.4442,0.01624,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2.64,0,12.64,0,10,0,0,0,0,0,0,0,0
campaign_8,77,455,142,390,0,532,66424,0,229,229,0,229,2461955,11229047755,1987-02-02,German,Teacher,1,0,0,0,1,4.62819,0.12372,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0
campaign_3,12,356,187,181,0,368,64563,0,74,74,0,74,3826200,10767101175,1989-07-22,German,Others,1,0,0,0,1,3.18332,2.38695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0,0,0,0.385,0,15.5,0,0,0,0,0,0,0,0
campaign_3,8,224,66,166,0,232,15815,0,96,96,0,96,2888013,15630405009,1993-10-22,German,Labour worker,1,0,0,0,1,0.83822,0.02396,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
campaign_5,14,218,158,74,0,232,13275,0,156,156,0,156,2871193,10619951611,1962-01-01,German,Technician,1,0,0,0,1,0.83798,0.79136,0,0,0,0,0,0,0,2.52,21,0,0,0,0,5,0,0,0,0,4.47,2.52,11.99,0,5,0,0,0,0,0,0,0,0
campaign_4,49,493,366,164,12,542,56453,0,186,186,0,186,3422758,27721908953,1988-06-21,German,Police Officer,1,0,0,0,1,6.76517,4.23748,0,0,0,0,0,0,0,0.2,24,0,0,0,0,46,0,0,0.025,0,10.46,0.2,56.685,0,22,0,0,0,0,0,0,0,0
campaign_5,29,426,127,328,0,455,74942,0,159,159,0,159,2590669,8509743077,1979-12-04,German,Technician,1,0,0,0,1,2.54783,0.14536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,5.82,0,5.84,0,10,0,0,0,0,0,0,0,0
campaign_1,7,315,254,65,3,322,36759,0,77,77,0,77,3187183,7381739813,1981-06-17,German,Supervisor,1,0,0,0,1,4.07637,0.21346,0,0,0,0,0,0,0,0,0,0,0,0,0,24.25,0,0,0.02,0,5.52,0,29.79,0,20,0,0,0,0,0,0,0,0
campaign_3,14,457,370,101,0,471,52203,0,195,195,0,195,2344990,5003242647,1976-01-05,German,Nurse/Other medical staff,1,0,0,0,1,1.54817,0.06605,0,0,0,0,0,0,0,0.21,2,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0,10,0,0,0,0,0,0,0,0
campaign_5,83,348,357,74,0,431,31604,0,111,111,0,111,3618013,12601943134,1971-11-16,German,Teacher,1,0,0,0,1,0.47199,0.02376,0,0,0,0,0,0,0,0.03,1,0,0,0,0,10,0,0,0,0,0,0.03,10.03,0,10,0.0588717108631105,0.114303911585635,0,0,0.121152906692721,0.173624191366825,0.168930141670738,0.232688022660492
campaign_5,47,416,131,327,5,463,53051,0,188,188,0,188,2972408,12361974200,1984-06-27,German,Teacher,1,0,0,0,1,4.00861,0.11036,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7.99,0,17.99,0,10,0.00564971751412429,0.0441889643367257,0,0,0.347899316927108,0.382739462607611,0.38158510339665,0.442973141461473
campaign_3,14,75,12,70,7,89,11032,0,18,18,0,18,1907965,5569604380,1961-06-03,German,Supervisor,1,0,0,0,1,1.2877,0.2,0,0,0,0,0,0,0,4.567,85,0,0,0,0,10,0,0,0,0,0.72,4.567,15.287,0,10,0,0,0,0,0,0,0,0
campaign_2,32,160,86,106,0,192,37288,0,55,55,0,55,2061458,6142852886,1984-10-31,German,Military,1,0,0,0,1,0.35928,0.18604,0,0,0,0,0,0,0,0.115,107,0,0,0,0,11.742,0,0,0,1.5,1.5,0.115,14.857,3,10,0,0.0401408960858054,0,0,0.00212564950401512,0.0476277700032975,0.00212564950401512,0.079878281979827
campaign_2,17,269,274,12,0,286,34060,0,188,188,0,188,3382835,9606482875,1967-04-22,German,Labour worker,1,0,0,0,1,0.37415,0.05604,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.025,0,0.42,0,5.445,0,5,0,0,0,0,0,0,0,0
campaign_8,21,158,116,62,1,179,18894,0,54,54,0,54,1567175,6233209644,1968-04-03,German,Specialist/Analyst/Advisor,1,0,0,0,1,6.85628,0.10681,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.065,0,9.66,0,19.725,0,10,0,0,0,0,0,0,0,0
campaign_3,4,477,372,109,0,481,81696,0,97,97,0,97,1827099,12594610612,1963-01-01,German,Military,1,0,0,0,1,1.84888,0.04474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
campaign_1,95,337,320,86,26,432,46665,0,134,134,0,134,2765334,8921089806,1981-11-10,Indian,Consultant,1,0,0,0,1,2.30794,0.65853,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,0.1,0,2.512,0,28.112,4,25.5,0,0,0,0,0,0,0,0
campaign_2,5,73,16,62,0,78,6347,0,13,13,0,13,2282238,1373759249,1969-01-01,German,Others,1,0,0,0,1,0.59774,0.00988,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
campaign_3,157,684,342,498,1,841,37374,0,202,202,0,202,2223327,1523087111,1961-06-11,German,Manager,1,0,0,0,1,1.61081,0.13784,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.2,0,0.36,0,10.56,0,10,0,0,0,0,0,0,0,0
campaign_3,144,594,285,422,31,738,98248,0,358,358,0,358,3318416,11805871910,1977-12-20,German,Others,1,0,0,0,1,15.21511,0.17746,0,0,0,0,0,0,0,9.551,308,0,0,0,0,15,0,0.35,0.335,1.6,26.02,9.551,52.856,4,15,0.0480089579396739,0.0915340216885648,0,0,0.0288329302413809,0.0845919362613722,0.0388865177597572,0.109110487452766
campaign_2,22,327,252,97,0,349,41805,0,54,54,0,54,2779661,1725265448,1966-01-01,German,Office Clerk/Office worker,1,0,0,0,1,0.91312,0.0418,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.16,0,10.16,0,10,0,0,0,0,0,0,0,0
campaign_3,22,327,252,97,0,349,41805,0,54,54,0,54,2779661,1725265448,1966-01-01,German,Office Clerk/Office worker,1,0,0,0,1,0.91312,0.0418,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.16,0,10.16,0,10,0,0,0,0,0,0,0,0
campaign_3,3,400,284,119,0,403,66616,0,35,35,0,35,3957222,8639798611,1976-09-22,German,Manager,1,0,0,0,1,2.91184,0.30506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,5.25,0,5.275,0,10,0,0,0,0,0,0,0,0
campaign_5,3,92,68,27,0,95,9062,0,36,36,0,36,3259791,9991359945,1982-12-06,German,Technician,1,0,0,0,1,0.36994,0.03784,0,0,0,0,0,0,0,0,18,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0.117263843648208,0.195467049358858,0,0,0.065167807103291,0.114185070161913,0.065167807103291,0.117665494040279
campaign_3,10,25,17,18,0,35,6930,0,26,26,0,26,73760,77795,1959-01-01,German,Labour worker,1,0,0,0,1,0.01339,0.09748,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
campaign_2,200,553,544,209,0,753,62164,0,33,33,0,33,2950793,8193783218,1990-02-11,German,Labour worker,1,0,0,0,1,2.02821,0.07632,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.36,0,0.74,0,11.1,0,10,0,0,0,0,0,0,0,0
campaign_3,31,245,237,39,0,276,20562,0,114,114,0,114,1203307,7656426224,1988-01-01,German,Labour worker,1,0,0,0,1,0.21642,0.0308,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,4,10,0,0,0,0,0,0,0,0
campaign_3,234,611,770,75,0,845,106827,0,47,47,0,47,709592,8745611688,1961-01-01,German,Pilot,1,0,0,0,1,1.10024,0.24702,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.025,0,0,0,10.025,0,10,0,0,0,0,0,0,0,0
campaign_3,0,3,2,1,0,3,913,0,11,11,0,11,2836699,8889922843,1986-04-10,German,Others,1,0,0,0,1,0.00143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
campaign_3,47,117,67,97,0,164,9321,0,788,788,0,788,1011964,4974581202,1945-01-01,German,Teacher,1,0,0,0,1,0.40111,0.19033,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
campaign_3,78,138,200,16,0,216,15984,0,47,47,0,47,4152575,10946900657,1960-01-01,German,Labour worker,1,0,0,0,1,0.2213,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
campaign_3,25,134,141,17,1,159,17250,0,124,124,0,124,2065421,9363065343,1986-06-04,German,Others,1,0,0,0,1,0.49973,0.02244,0,0,0,0,0,0,0,0,16,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
campaign_3,37,233,72,197,1,270,25322,0,45,45,0,45,4966639,11487247539,1976-08-03,German,Military,1,0,0,0,1,3.25488,0.1504,0,0,0,0,0,0,0,0.375,27,0,0,0,0,15,0,0,0.025,0,3.84,0.375,19.24,0,15,0.0264113568834599,0.0539043507882827,0,0,0.185673892554194,0.25613805599371,0.185673892554194,0.282666907485037
campaign_3,327,588,865,50,0,915,340083,0,123,123,0,123,2840230,3357368489,1978-02-27,German,Technician,1,0,0,0,1,1.77911,0.0742,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
campaign_1,1,196,79,116,2,197,46070,0,79,79,0,79,2068379,6975206133,1987-10-04,German,Office Clerk/Office worker,1,0,0,0,1,0.7624,0.09572,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0.9,0,30.9,0,30,0,0,0,0,0,0,0,0
campaign_3,2,222,82,141,1,224,22572,0,80,80,0,80,2215164,7924680738,1980-03-14,German,Labour worker,1,0,0,0,1,0.79461,0.07044,0,0,0,0,0,0,0,0.305,2,0,0,0,0,5,0,0,0,0,5.11,0.305,10.415,0,5,0,0,0,0,0,0,0,0
campaign_5,2,12,8,6,0,14,885,0,93,93,0,93,2514375,3873951027,1988-05-25,Czech,Others,1,0,0,0,1,0.1427,0.0286,0,0,0,0,0,0,0,0.4,44,0,0,0,0,5,0,0,0.025,0,0.33,0.4,5.755,0,5,0.0665557404326123,0.0969242894835162,0,0,0,0,0,0
campaign_5,290,573,680,183,0,863,308304,0,57,57,0,57,2327505,5401315168,1976-03-22,German,Labour worker,1,0,0,0,1,4.17802,0.02024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,9.09,0,9.115,0,10,0,0,0,0,0,0,0,0
campaign_3,16,200,60,156,0,216,22146,0,299,299,0,299,2519084,13718703787,1986-09-21,German,Others,1,0,0,0,1,1.99753,0.03268,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.375,0.05,0,0,0,10.425,0,10,0,0,0,0,0,0,0,0
campaign_2,19,188,63,144,0,207,38644,0,173,173,0,173,2197876,8910710744,1989-01-01,German,Labour worker,1,0,0,0,1,1.72943,0.06984,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0
campaign_4,23,255,159,118,1,278,44775,0,96,96,0,96,3619408,28856341472,1993-01-01,German,Student,1,0,0,0,1,3.69678,0.06404,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.95,0,12.95,0,12,0,0,0,0,0,0,0,0
campaign_2,22,84,54,52,0,106,11689,0,145,145,0,145,4664343,9337450585,1964-01-01,German,Others,1,0,0,0,1,0.59008,0.0326,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
campaign_3,7,115,65,57,0,122,32425,0,61,61,0,61,2531099,12665359638,1977-12-09,German,Others,1,0,0,0,1,1.32736,0.27108,0,0,0,0,0,0,0,0.723,61,0,0,0,0,10,0,0,0,0,0,0.723,10.723,0,10,0,0,0,0,0,0,0,0
campaign_3,40,92,49,83,0,132,10791,0,33,33,0,33,3076234,18370024303,1963-01-01,German,Others,1,0,0,0,1,0.34856,0.0248,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
campaign_3,23,206,72,153,4,229,22358,0,55,55,0,55,1543417,7557172585,1971-03-31,German,Labour worker,1,0,0,0,1,1.4355,0.03394,0,0,0,0,0,0,0,4.355,12,0,0,0,0,5,0,0,0,0,7.8,4.355,17.155,0,5,0,0,0,0,0,0,0,0
campaign_2,65,106,156,15,0,171,9687,0,20,20,0,20,3630170,16605194133,1981-06-21,German,Secretary,1,0,0,0,1,0.1338,0.00132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
campaign_3,63,282,303,40,2,345,55099,0,176,176,0,176,2775153,10909931018,1972-04-05,Canadian,Director,1,0,0,0,1,0.68847,0.02244,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,2.83,0,20.83,4,10,0,0,0,0,0,0,0,0
campaign_3,237,441,578,96,4,678,86446,0,39,39,0,39,4036156,12736742413,1991-10-11,German,Labour worker,1,0,0,0,1,1.54945,0.0154,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.02,0,1.44,0,11.46,0,10,0,0,0,0,0,0,0,0
campaign_8,36,396,396,36,0,432,59116,0,148,148,0,148,3216651,9459349742,1991-06-06,German,Labour worker,1,0,0,0,1,0.91319,0.01976,0,0,0,0,0,0,0,0,0,0,0,0,0,14.35,0,0,0,0,0,0,14.35,0,10,0,0,0,0,0,0,0,0
campaign_3,85,204,122,167,0,289,39064,0,150,150,0,150,3648354,13314144048,1989-02-27,German,Teacher,1,0,0,0,1,1.28075,0.03716,0,0,0,0,0,0,0,0.528,5,0,0,0,0,7,0,0,0,0,0,0.528,7.528,0,7,0.0151898734177215,0.0428955771131667,0,0,0,0,0,0
campaign_3,29,380,336,73,0,409,28161,0,195,195,0,195,2682794,8031580768,1990-12-10,German,Technician,1,0,0,0,1,0.54022,0.01296,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0
campaign_3,27,498,160,362,3,525,66101,0,86,86,0,86,3262618,8508703480,1989-05-13,German,Lawyer,1,0,0,0,1,4.09362,0.04092,0,0,0,0,0,0,0,0.32,3,0,0,0,0,10,0,0,0,0,6.3,0.32,16.62,0,10,0,0,0,0,0,0,0,0
campaign_1,123,365,458,30,0,488,82479,0,262,262,0,262,2792150,10524188296,1976-01-01,German,Military,1,0,0,0,1,0.27962,0.38473,0,0,0,0,0,0,0,0.831,183,0,0,0,0,49.973,0,0,0.02,0,0,0.831,50.824,0,30,0,0,0,0,0,0,0,0
campaign_1,8,229,167,70,0,237,32414,0,44,44,0,44,2777299,7666459801,1980-09-18,German,Office Clerk/Office worker,1,0,0,0,1,1.70339,0.59334,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6.75,0,31.75,0,25,0,0,0,0,0,0,0,0
